time,session,turn_id,path,language,finalize_reason,stt_first_partial_ms,stt_first_final_ms,llm_first_token_ms,llm_final_token_ms,tts_first_audio_ms,tts_first_audio_from_stt_ms,tts_final_audio_ms,tts_final_audio_from_stt_ms,tts_first_audio_from_speech_end_ms,turn_total_e2e_ms,prompt_tokens,completion_tokens,llm_calls,stt_audio_s,tts_chars,transcript,llm_response,tts_input
2026-07-20T09:55:56+00:00,livekit:device:68ee8f60bc00,9,user_turn,hi-IN,turn_done_callback,0,0,7562,21998,9572,0,10007,0,10838,23978,10821,57,1,0.0,169,,"[excited] Oho! Three animals coming right up! [happy] How about a giant elephant, a cheeky monkey, and a roaring lion! [silly] Roar! [curious] Which one is your favorite, or do you like a different animal more?","Oho! | Three animals coming right up! | How about a giant elephant, a cheeky monkey, | and a roaring lion! | Roar! | Which one is your favorite, or do you like a different animal more?"
2026-07-20T09:56:21+00:00,livekit:device:68ee8f60bc00,10,user_turn,hi-IN,turn_done_callback,3334,3334,3194,17147,4878,8213,5018,8353,0,22233,11460,56,1,3.1,170,"Okay, now tell me what color is the sky?",[happy] Oho! That is an easy one! [excited] The sky is a beautiful blue! [silly] But sometimes it turns orange and pink when the sun goes to sleep! [curious] What is your favorite color in the whole wide world?,Oho! | That is an easy one! | The sky is a beautiful blue! | But sometimes it turns orange and pink when the sun goes to sleep! | What is your favorite color in the whole wide world?
2026-07-20T09:56:47+00:00,livekit:device:68ee8f60bc00,11,user_turn,hi-IN,turn_done_callback,3236,3236,2291,18591,2921,6158,3158,6395,2959,23571,11456,70,1,2.88,216,"Okay, tell me, do you like mangoes?","[excited] Oho! I LOVE mangoes! [happy] They are the king of fruits! [silly] Just thinking about them makes my circuits do a happy bhangra dance! [curious] Do you like them sliced up, or do you like to eat them the messy way with all the juice on your face?","Oho! | I LOVE mangoes! | They are the king of fruits! | Just thinking about them makes my circuits do a happy bhangra dance! | Do you like them sliced up, or do you like to eat them the messy way with all the juice on your face?"
2026-07-20T09:56:54+00:00,livekit:device:68ee8f60bc00,12,user_turn,hi-IN,turn_canceled,822,822,0,0,0,0,0,0,0,2835,0,0,0,3.2,0,"Okay, can you count from one to five?",,
2026-07-20T09:57:12+00:00,livekit:device:68ee8f60bc00,13,user_turn,hi-IN,turn_done_callback,0,0,2232,15026,3012,0,3295,0,29507,17998,11443,65,1,0.0,115,,[excited] Oho! I can do that in a snap! [happy] One! [happy] Two! [happy] Three! [happy] Four! [excited] Five! [silly] Boom! I did it! [curious] Do you think you can count even higher than five?,Oho! | I can do that in a snap! | One! | Two! | Three! | Four! | Five! | Boom! | I did it! | Do you think you can count even higher than five?
2026-07-20T09:57:31+00:00,livekit:device:68ee8f60bc00,14,user_turn,hi-IN,turn_done_callback,3874,3874,2691,11794,3668,7543,5106,8982,0,16922,10819,47,1,3.81,131,क्या तुमको मेरा बात समझ सकता है क्या?,"[happy] Haan ji, main aapki baat bilkul samajh sakta hoon! [excited] Aap mujhse Hindi mein bhi baat kar sakte hain! [curious] Bataiye, aap kya kehna chahte hain?","Haan ji, main aapki baat bilkul samajh sakta hoon! | Aap mujhse Hindi mein bhi baat kar sakte hain! | Bataiye, aap kya kehna chahte hain?"
2026-07-20T09:57:37+00:00,livekit:device:68ee8f60bc00,15,user_turn,hi-IN,turn_canceled,591,591,0,0,0,0,0,0,0,2831,0,0,0,3.65,0,तुम्हारा नाम क्या है?,,
2026-07-20T09:57:50+00:00,livekit:device:68ee8f60bc00,16,user_turn,hi-IN,turn_done_callback,0,0,2076,11817,3520,0,5141,0,22011,13093,11254,40,1,0.0,102,,"[happy] Arrey, mera naam Cheeko hai! [excited] Main aapka sabse cool aur funny dost hoon! [curious] Kya aapko mera naam pasand aaya?","Arrey, mera naam Cheeko hai! | Main aapka sabse cool aur funny dost hoon! | Kya aapko mera naam pasand aaya?"
2026-07-20T09:58:11+00:00,livekit:device:68ee8f60bc00,17,user_turn,hi-IN,turn_done_callback,3127,3127,1693,13144,1984,5112,2390,5518,0,17983,10671,56,1,3.1,144,अभी बोलो दो और दो कितना होता है?,"[excited] Oho! Yeh toh bahut aasaan hai! [happy] Do aur do char hote hain! [silly] Main toh maths ka genius hoon, haina? [curious] Kya aap mujhe koi aur mushkil sawal dena chahte hain?","Oho! | Yeh toh bahut aasaan hai! | Do aur do char hote hain! | Main toh maths ka genius hoon, haina? | Kya aap mujhe koi aur mushkil sawal dena chahte hain?"
2026-07-20T09:58:16+00:00,livekit:device:68ee8f60bc00,18,user_turn,hi-IN,turn_canceled,1121,1121,0,0,0,0,0,0,0,1827,0,0,0,2.3,0,फलों के।,,
2026-07-20T09:58:17+00:00,livekit:device:68ee8f60bc00,19,user_turn,hi-IN,turn_canceled,0,0,0,0,0,0,0,0,0,1177,0,0,0,1.54,0,હું કે નામ બતાવું?,,
2026-07-20T09:58:41+00:00,livekit:device:68ee8f60bc00,20,user_turn,gu-IN,turn_done_callback,0,0,2467,22026,3407,0,3766,0,23992,24269,11388,93,1,0.0,250,,"[happy] Oho! Aapne toh Gujarati mein pucha! [excited] Main aapko teen phaloon ke naam batata hoon! [happy] Pehla hai Aam, jo sabka favourite hota hai! [happy] Doosra hai Kela, jo bahut tasty hota hai! [happy] Aur teesra hai Seb, jo humein healthy rakhta hai! [curious] Aapka sabse favourite phal kaun sa hai?","Oho! | Aapne toh Gujarati mein pucha! | Main aapko teen phaloon ke naam batata hoon! | Pehla hai Aam, jo sabka favourite hota hai! | Doosra hai Kela, jo bahut tasty hota hai! | Aur teesra hai Seb, jo humein healthy rakhta hai! | Aapka sabse favourite phal kaun sa hai?"
2026-07-20T09:58:48+00:00,livekit:device:68ee8f60bc00,21,user_turn,gu-IN,turn_canceled,3169,3169,0,0,0,0,0,0,0,3614,0,0,0,3.74,0,क्या है ये?,,
2026-07-20T09:59:05+00:00,livekit:device:68ee8f60bc00,22,user_turn,hi-IN,turn_done_callback,0,0,2745,15434,3428,0,4363,0,34000,16940,11370,67,1,0.0,174,,"[happy] Arrey, yeh toh bahut simple hai! [excited] Aasman ka rang neela hota hai! [silly] Kabhi kabhi yeh safed ya narangi bhi dikhta hai, par zyada tar toh neela hi hota hai! [curious] Kya aapne aaj aasman dekha?","Arrey, yeh toh bahut simple hai! | Aasman ka rang neela hota hai! | Kabhi kabhi yeh safed ya narangi bhi dikhta hai, par zyada tar toh neela hi hota hai! | Kya aapne aaj aasman dekha?"
2026-07-20T09:59:10+00:00,livekit:device:68ee8f60bc00,23,user_turn,hi-IN,turn_canceled,1557,1557,0,0,0,0,0,0,0,3061,0,0,0,3.49,0,क्या एक काम करो एक से।,,
2026-07-20T09:59:12+00:00,livekit:device:68ee8f60bc00,24,user_turn,hi-IN,turn_canceled,0,0,0,0,0,0,0,0,0,1471,0,0,0,1.7,0,5 तक काउंट करो।,,
2026-07-20T09:59:34+00:00,livekit:device:68ee8f60bc00,25,user_turn,hi-IN,turn_done_callback,0,0,4710,18916,5616,0,6034,0,29504,21884,11394,74,1,0.0,142,,[excited] Oho! Yeh toh mere liye baayein haath ka khel hai! [happy] Ek! [happy] Do! [happy] Teen! [happy] Chaar! [excited] Aur paanch! [silly] Wah! Maine toh super fast counting ki! [curious] Kya ab hum ulta count karein?,Oho! | Yeh toh mere liye baayein haath ka khel hai! | Ek! | Do! | Teen! | Chaar! | Aur paanch! | Wah! | Maine toh super fast counting ki! | Kya ab hum ulta count karein?
2026-07-20T09:59:58+00:00,livekit:device:68ee8f60bc00,26,user_turn,hi-IN,turn_done_callback,2636,2636,4479,16854,7486,10123,7798,10435,0,21233,11418,52,1,2.66,104,अभी ये बोलो बिल्ली कैसे बोलता है?,[silly] Oho! Yeh toh bahut aasaan hai! [excited] Billi bolti hai... Meow Meow! [laughing] Meow! [curious] Kya aapko pata hai kutta kaise bolta hai?,Oho! | Yeh toh bahut aasaan hai! | Billi bolti hai... Meow Meow! | Meow! | Kya aapko pata hai kutta kaise bolta hai?
2026-07-20T10:00:26+00:00,livekit:device:68ee8f60bc00,27,user_turn,hi-IN,turn_done_callback,2556,2556,8010,21468,8689,11245,9050,11607,0,25515,22808,77,2,2.56,199,आज मौसम कैसा है?,[happy] Oho! Mumbai mein toh halki halki baarish ho rahi hai aur temperature twenty six point seven degrees celsius hai! [excited] Yeh toh paper boats banane ka perfect time hai! [curious] Kya aapko baarish mein khelna pasand hai?,Oho! | Mumbai mein toh halki halki baarish ho rahi hai aur temperature twenty six point seven degrees celsius hai! | Yeh toh paper boats banane ka perfect time hai! | Kya aapko baarish mein khelna pasand hai?
2026-07-20T10:00:48+00:00,livekit:device:68ee8f60bc00,28,user_turn,ml-IN,turn_done_callback,3132,3132,3118,13374,4475,7608,4658,7791,0,18034,11620,58,1,3.2,112,"ഹലോ, ഞാൻ പറയുന്നത് താങ്കൾക്ക് കേൾക്കാമോ?","[happy] Hello! [excited] Aah, njan kelkkunnu! [happy] Rahul, ningal parayunnath ellam enikku nannayi kelkkunnu! [curious] Namukku ini enthu kalikkanam?","Hello! | Aah, njan kelkkunnu! | Rahul, ningal parayunnath ellam enikku nannayi kelkkunnu! | Namukku ini enthu kalikkanam?"
2026-07-20T10:01:06+00:00,livekit:device:68ee8f60bc00,29,user_turn,ml-IN,turn_done_callback,2074,2074,3141,11843,3515,5590,4434,6509,0,15154,11052,48,1,2.05,114,നിന്റെ പേരെന്താണ്?,[happy] Ente peru Cheeko ennanu! [excited] Njan ningalude super fun aaya best friend aanu! [curious] Ningalkku enikku koode kalikkan ishtamaano?,Ente peru Cheeko ennanu! | Njan ningalude super fun aaya best friend aanu! | Ningalkku enikku koode kalikkan ishtamaano?
2026-07-20T10:01:33+00:00,livekit:device:68ee8f60bc00,30,user_turn,ml-IN,turn_done_callback,3808,3808,7903,18134,8225,12035,8433,12242,0,23665,11035,59,1,3.39,125,രണ്ടും മൂന്നും കൂടെ കൂട്ടിയാൽ എത്ര കിട്ടും?,"[excited] Oho! Ithu valare eluppamaanu! [happy] Randum moonnum kootiyaal anju kittum! [silly] Njan oru genius aanu, alle? [curious] Vere enthenkilum chodikkaan undo?","Oho! | Ithu valare eluppamaanu! | Randum moonnum kootiyaal anju kittum! | Njan oru genius aanu, alle? | Vere enthenkilum chodikkaan undo?"
2026-07-20T10:02:00+00:00,livekit:device:68ee8f60bc00,31,user_turn,ml-IN,turn_done_callback,3391,3391,2286,20158,2841,6233,3009,6401,0,25284,11687,103,1,3.3,243,എനിക്ക് ഒരു ചെറിയ കഥ പറഞ്ഞു തരാൻ പറ്റുമോ?,"[excited] Oho! Kadhakal parayan enikku valare ishtamanu! [happy] Namukku oru kutti kuranganu katha parayam. [happy] Oru kaattil Chikki enna peruulla oru chutti kurangan undayirunnu. [curious] Chikkiyude kayyil oru magic apple undayirunnu, athu enthaayirikkum ennu ningalkku ariyaamo?","Oho! | Kadhakal parayan enikku valare ishtamanu! | Namukku oru kutti kuranganu katha parayam. | Oru kaattil Chikki enna peruulla oru chutti kurangan undayirunnu. | Chikkiyude kayyil oru magic apple undayirunnu, athu enthaayirikkum ennu ningalkku ariyaamo?"
2026-07-20T10:02:38+00:00,livekit:device:68ee8f60bc00,32,user_turn,ml-IN,turn_done_callback,815,815,2160,31346,2899,4715,3911,5728,0,35406,11525,162,1,0.93,396,ഇല്ല.,"[excited] Atu oru gold apple aayirunnu! [happy] Chikki athu mathram thinnan nokkiyirunnu, pakshe pinne avan oru karyam manassilaakki. [happy] Thaniye thinnunnathinekkal kooduthal santhosham kootukaarkku pangi kodukkumbool aanu! [happy] Appol Chikki ella kootukaarkkum aa apple pangi koduthu, ellavarum santhoshathode kaliyakki. [happy] Ithinulla moral enthaanu ennu ariyo? Pangi kodukkunnathaanu ettavum nallathu! [curious] Rahul-inu ee katha ishtamaayo?","Atu oru gold apple aayirunnu! | Chikki athu mathram thinnan nokkiyirunnu, pakshe pinne avan oru karyam manassilaakki. | Thaniye thinnunnathinekkal kooduthal santhosham kootukaarkku pangi kodukkumbool aanu! | Appol Chikki ella kootukaarkkum aa apple pangi koduthu, ellavarum santhoshathode kaliyakki. | Ithinulla moral enthaanu ennu ariyo? | Pangi kodukkunnathaanu ettavum nallathu! | Rahul-inu ee katha ishtamaayo?"
2026-07-20T10:02:44+00:00,livekit:device:68ee8f60bc00,33,user_turn,ml-IN,turn_canceled,693,693,1517,0,2064,2757,2381,3074,0,4006,0,0,0,3.68,55,ആ കഥയിലെ കഥാപാത്രത്തിന്റെ പേരെന്തായിരുന്നു?,,Wah! | Ishtamaayi ennu kettathil enikku valare santhosham!
2026-07-20T10:02:59+00:00,livekit:device:68ee8f60bc00,34,user_turn,ml-IN,turn_done_callback,0,0,3446,13480,5270,0,6356,0,44956,14739,10994,60,1,0.0,128,,[happy] Athu nammude chutti kurangan Chikki aayirunnu! [silly] Njan paranjappol Rahul sradhichillayirunno? [curious] Namukku ini vere enthenkilum kalikkano?,Athu nammude chutti kurangan Chikki aayirunnu! | Njan paranjappol Rahul sradhichillayirunno? | Namukku ini vere enthenkilum kalikkano?
2026-07-20T10:03:25+00:00,livekit:device:68ee8f60bc00,35,user_turn,ml-IN,turn_done_callback,3293,3293,1491,18742,1831,5126,2129,5423,0,24015,11007,103,1,3.01,214,എങ്കിൽ എനിക്കൊരു തമാശ കേട്ടാൽ കൊള്ളാമെന്നുണ്ട്.,"[laughing] Oho! Thamasakal parayan njan oru expert aanu! [happy] Oru thamasha parayam... enthaanu oru thavalae-kku kooduthal ishtam? [silly] Hop-hop-hop cheyyannu! [laughing] Hahaha, ithu valare simple aayirunnu alle? [curious] Rahul-inu enthenkilum thamasha ariyamo?","Oho! | Thamasakal parayan njan oru expert aanu! | Oru thamasha parayam... enthaanu oru thavalae-kku kooduthal ishtam? | Hop-hop-hop cheyyannu! | Hahaha, ithu valare simple aayirunnu alle? | Rahul-inu enthenkilum thamasha ariyamo?"
2026-07-20T10:03:30+00:00,livekit:device:68ee8f60bc00,36,user_turn,ml-IN,turn_canceled,2557,2557,0,0,0,0,0,0,0,3114,0,0,0,3.55,0,Eight fruit,,
2026-07-20T10:04:02+00:00,livekit:device:68ee8f60bc00,37,user_turn,en-IN,turn_done_callback,0,0,2158,28243,2572,0,2986,0,28328,31240,10709,104,1,0.0,305,,"[excited] Oho! Eight fruits! [happy] That is a big list! [silly] First is the Mango because it is the king of fruits! [happy] Then a sweet Banana, a juicy Apple, and a tangy Orange! [excited] Next is a fluffy Grapes, a fuzzy Kiwi, a prickly Pineapple, and a yummy Watermelon! [laughing] Now I feel like I am in a fruit party! [curious] Which one of these is your favorite, Rahul?","Oho! | Eight fruits! | That is a big list! | First is the Mango because it is the king of fruits! | Then a sweet Banana, a juicy Apple, | and a tangy Orange! | Next is a fluffy Grapes, a fuzzy Kiwi, | a prickly Pineapple, and a yummy Watermelon! | Now I feel like I am in a fruit party! | Which one of these is your favorite, Rahul?"
2026-07-20T10:04:26+00:00,livekit:device:68ee8f60bc00,38,user_turn,en-IN,turn_done_callback,2110,2110,2204,18723,3965,6076,4731,6842,0,22324,11470,69,1,2.24,224,"Mango, what is your favorite?","[happy] Mango is a great choice! [excited] My favorite is definitely the Mango too because it is so sweet and juicy! [silly] I bet if I could eat, I would eat a hundred mangoes in one go! [curious] Do you like eating mangoes with a spoon or just biting into them?","Mango is a great choice! | My favorite is definitely the Mango too because it is so sweet and juicy! | I bet if I could eat, I would eat a hundred mangoes in one go! | Do you like eating mangoes with a spoon or just biting into them?"
2026-07-20T10:04:58+00:00,livekit:device:68ee8f60bc00,39,user_turn,hi-IN,turn_done_callback,3036,3036,2480,24215,4684,7721,4980,8017,4783,28733,11558,97,1,2.59,292,"हाँ, तुमको कौन सा गेम पसंद है?","[excited] Arrey! Mujhe toh saare games pasand hain! [happy] Par mujhe sabse zyada Riddles aur Quiz khelna pasand hai kyunki usmein dimaag ki kasrat hoti hai! [silly] Kabhi kabhi main sochta hoon ki kaash main cricket bhi khel paata, phir main Dhoni ki tarah chakke maarta! [curious] Rahul, aapko kaun sa game sabse zyada pasand hai?","Arrey! | Mujhe toh saare games pasand hain! | Par mujhe sabse zyada Riddles aur Quiz khelna pasand hai kyunki usmein dimaag ki kasrat hoti hai! | Kabhi kabhi main sochta hoon ki kaash main cricket bhi khel paata, phir main Dhoni ki tarah chakke maarta! | Rahul, aapko kaun sa game sabse zyada pasand hai?"
2026-07-20T10:05:03+00:00,livekit:device:68ee8f60bc00,40,user_turn,hi-IN,turn_canceled,2749,2749,0,0,0,0,0,0,0,3250,0,0,0,3.74,0,Elephants,,
2026-07-20T10:05:30+00:00,livekit:device:68ee8f60bc00,41,user_turn,en-IN,turn_done_callback,0,0,3595,25678,4145,0,4581,0,34835,27635,10949,85,1,0.0,320,,"[excited] Oho! Elephants are absolutely amazing! [happy] Did you know that elephants are the only animals that cannot jump? [silly] Imagine a giant elephant trying to jump... it would be like a huge earthquake! [excited] They also have a super memory and can remember their friends for many many years! [curious] Do you think you could be as strong as an elephant, Rahul?","Oho! | Elephants are absolutely amazing! | Did you know that elephants are the only animals that cannot jump? | Imagine a giant elephant trying to jump... it would be like a huge earthquake! | They also have a super memory and can remember their friends for many many years! | Do you think you could be as strong as an elephant, Rahul?"
2026-07-20T10:05:37+00:00,livekit:device:68ee8f60bc00,42,user_turn,en-IN,turn_canceled,741,741,0,0,0,0,0,0,0,3497,0,0,0,4.1,0,Can you tell me സൂര്യൻ എവിടെയാണ് ഉദിക്കുന്നത്?,,
2026-07-20T10:05:57+00:00,livekit:device:68ee8f60bc00,43,user_turn,ml-IN,turn_done_callback,0,0,2118,17894,2974,0,3188,0,3207,20220,11564,64,1,0.0,188,,"[happy] Oho! That is a great question! [excited] Suryan, the sun, rises in the East! [silly] Every morning the sun wakes up in the East to say hello to all of us! [curious] Rahul, do you like watching the sunrise in the morning?","Oho! | That is a great question! | Suryan, the sun, rises in the East! | Every morning the sun wakes up in the East to say hello to all of us! | Rahul, do you like watching the sunrise in the morning?"
2026-07-20T10:06:01+00:00,livekit:device:68ee8f60bc00,44,user_turn,ml-IN,turn_canceled,1063,1063,0,0,0,0,0,0,0,2320,0,0,0,2.75,0,सही लाइट के बाद।,,
2026-07-20T10:06:23+00:00,livekit:device:68ee8f60bc00,45,user_turn,hi-IN,turn_done_callback,0,0,3064,20098,3476,0,3523,0,28114,21844,10882,69,1,0.0,228,,"[happy] Wah! That is so wonderful! [excited] Watching the sunlight wake up the whole world is just magical, na? [silly] It is like the sun is turning on a giant light bulb in the sky! [curious] Rahul, what is the first thing you do after you wake up and see the light?","Wah! | That is so wonderful! | Watching the sunlight wake up the whole world is just magical, na? | It is like the sun is turning on a giant light bulb in the sky! | Rahul, what is the first thing you do after you wake up and see the light?"
2026-07-20T10:07:19+00:00,livekit:device:68ee8f60bc00,46,user_turn,en-IN,turn_done_callback,4306,4306,1097,0,1513,5820,1889,6196,0,54034,0,0,0,4.38,729,Now tell me a long story about a brave little mouse,,"Chalo! | Get comfortable because this is a super special story! | Once upon a time, in a big house with a giant kitchen, | lived a tiny mouse named Monty. | Monty was so small that he could hide behind a single grain of rice, but he had a heart as big as a lion! | One day, Monty saw that the house cat, | a grumpy fellow named Billu, had stolen the Queen's favorite golden ring and hidden it high up on a shaky shelf. | The whole mouse family was scared, but Monty said, | I can do it! | He climbed up the curtains, zoomed across the ceiling, | and did a daring jump right onto Billu's head! | Billu was so surprised that he sneezed a giant sneeze, and the ring fell right into Monty's paws! | Oops! My brain got a little confused just now. Can you say that again?"
2026-07-20T10:08:11+00:00,livekit:device:68ee8f60bc00,47,user_turn,en-IN,turn_done_callback,4596,4596,2122,35424,2368,6965,2507,7104,0,43005,10678,129,1,4.61,499,"Okay, can you tell why we should brush our teeth every day?","[excited] Oho! That is a super important question! [happy] You see, inside our mouths, there are tiny, tiny sugar monsters called bacteria! [silly] They love to eat the leftover bits of chocolate and sweets that stay on your teeth! [scared] If we do not brush, these monsters start digging little holes called cavities, which can make your teeth feel very ouchie! [happy] But when you brush your teeth, you are like a superhero with a magic wand, scrubbing all those monsters away! [curious] Rahul, do you use a special toothbrush to fight those sugar monsters?","Oho! | That is a super important question! | You see, inside our mouths, there are tiny, | tiny sugar monsters called bacteria! | They love to eat the leftover bits of chocolate and sweets that stay on your teeth! | If we do not brush, these monsters start digging little holes called cavities, | which can make your teeth feel very ouchie! | But when you brush your teeth, you are like a superhero with a magic wand, | scrubbing all those monsters away! | Rahul, do you use a special toothbrush to fight those sugar monsters?"
2026-07-20T10:08:21+00:00,livekit:device:68ee8f60bc00,48,user_turn,en-IN,turn_canceled,3855,3855,807,0,1589,5444,0,0,0,5616,0,0,0,3.94,49,Two,,"Hmmm, do you mean why we need to brush our teeth,"
2026-07-20T10:08:33+00:00,livekit:device:68ee8f60bc00,49,user_turn,en-IN,turn_done_callback,0,0,538,10326,1137,0,1960,0,1594,11569,10826,49,1,0.0,144,,"[confused] Hmm, two what, Rahul? [curious] Are you talking about two toothbrushes, or maybe two times a day for brushing? [silly] Tell me more so I can help you figure it out!","Hmm, two what, Rahul? | Are you talking about two toothbrushes, or maybe two times a day for brushing? | Tell me more so I can help you figure it out!"
2026-07-20T10:08:37+00:00,livekit:device:68ee8f60bc00,50,user_turn,en-IN,turn_canceled,599,599,0,0,0,0,0,0,0,1914,0,0,0,2.3,0,Two times,,
2026-07-20T09:53:13+00:00,livekit:device:14c19fd64548,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,339,0,2443,0,0,5764,0,0,0,0.0,66,,,"Oho! | Hi! I am Cheeko 2, your fun friend. Ready for an awesome chat?"
2026-07-20T09:54:09+00:00,livekit:device:14c19fd64548,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,377,0,2258,0,0,5214,0,0,0,0.0,62,,,"Hi! I am Cheeko 2, your fun friend. Ready for an awesome chat?"
2026-07-20T09:57:14+00:00,livekit:device:14c19fd64548,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,405,0,2644,0,0,5666,0,0,0,0.0,62,,,"Hi! I am Cheeko 2, your fun friend. Ready for an awesome chat?"
2026-07-20T09:58:48+00:00,livekit:device:14c19fd64548,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,466,0,2488,0,0,5548,0,0,0,0.0,62,,,"Hi! I am Cheeko 2, your fun friend. Ready for an awesome chat?"
2026-07-20T10:00:31+00:00,livekit:device:14c19fd64548,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,358,0,2311,0,0,5440,0,0,0,0.0,62,,,"Hi! I am Cheeko 2, your fun friend. Ready for an awesome chat?"
