time,session,turn_id,path,language,finalize_reason,stt_first_partial_ms,stt_first_final_ms,llm_first_token_ms,llm_final_token_ms,tts_first_audio_ms,tts_first_audio_from_stt_ms,tts_final_audio_ms,tts_final_audio_from_stt_ms,turn_total_e2e_ms,prompt_tokens,completion_tokens,llm_calls,stt_audio_s,tts_chars,transcript,llm_response,tts_input
2026-07-20T07:11:44+00:00,livekit:device:00163eacb538,11,user_turn,en-IN,turn_canceled,1056,1056,0,0,0,0,0,0,1955,0,0,0,0.0,0,,,
2026-07-20T07:11:44+00:00,livekit:device:00163eacb538,12,user_turn,en-IN,turn_canceled,0,0,0,0,0,0,0,0,363,0,0,0,0.0,0,,,
2026-07-20T07:12:02+00:00,livekit:device:00163eacb538,13,user_turn,kn-IN,turn_done_callback,0,0,1404,15096,2033,0,2324,0,17313,11184,72,1,0.0,0,,"[confused] Oho! [curious] You said two plus... and then something in Kannada! [silly] I think you said seventy, right? [excited] Two plus seventy is seventy-two! [happy] Boom! I got it! [curious] Do you want to give me an even bigger number to crunch?",
2026-07-20T07:12:06+00:00,livekit:device:00163eacb538,14,user_turn,kn-IN,turn_canceled,1422,1422,0,0,0,0,0,0,2842,0,0,0,0.0,0,,,
2026-07-20T07:12:33+00:00,livekit:device:00163eacb538,15,user_turn,en-IN,turn_done_callback,0,0,1411,24447,1905,0,2101,0,26659,11278,91,1,0.0,0,,"[excited] Oho! Three animals coming right up! [happy] First, there is the mighty Lion with a big fluffy mane! [silly] Second, a goofy Penguin that waddles like this, waddle waddle! [excited] And third, a giant Elephant with a trunk that can spray water like a hose! [curious] Which one of those is your favorite, or do you like a different animal more?",
2026-07-20T07:12:38+00:00,livekit:device:00163eacb538,16,user_turn,en-IN,turn_canceled,1086,1086,0,0,0,0,0,0,3495,0,0,0,0.0,0,,,
2026-07-20T07:12:39+00:00,livekit:device:00163eacb538,17,user_turn,en-IN,turn_canceled,0,0,0,0,0,0,0,0,1167,0,0,0,0.0,0,,,
2026-07-20T07:13:04+00:00,livekit:device:00163eacb538,18,user_turn,mr-IN,turn_done_callback,1163,1163,2263,23065,3067,5232,3337,5501,27193,11398,86,1,0.0,0,,"[confused] Arrey! [curious] You asked what the color is, but then you said something in Marathi! [silly] You are speaking so many languages today, you are like a walking dictionary! [happy] But you did not tell me which thing you are asking about! [curious] What is the color of what? Is it a shiny red car or maybe a bright green frog?",
2026-07-20T07:13:09+00:00,livekit:device:00163eacb538,19,user_turn,mr-IN,turn_canceled,1111,1111,0,0,0,0,0,0,1945,0,0,0,0.0,0,,,
2026-07-20T07:13:28+00:00,livekit:device:00163eacb538,20,user_turn,en-IN,turn_sync_complete,0,0,1220,17110,1625,0,1730,0,19574,10470,80,1,0.0,0,,"[confused] Oho! [curious] I am a little bit confused now! [silly] You are asking what color is, but you did not tell me what object you are talking about! [happy] Are you thinking of a tasty yellow mango or maybe a blue sky? [curious] Tell me what you are looking at and I will tell you the color!",
2026-07-20T07:13:44+00:00,livekit:device:00163eacb538,21,user_turn,en-IN,turn_done_callback,1957,1957,3012,16792,3288,8248,3595,8554,23193,10560,53,1,0.0,0,,"[excited] Oho! [happy] The sky is a beautiful, bright blue! [silly] But sometimes it turns orange and pink when the sun goes to sleep! [curious] Do you like the blue sky or the colorful sunset more?",
2026-07-20T07:13:49+00:00,livekit:device:00163eacb538,22,user_turn,en-IN,turn_canceled,758,758,581,0,873,2468,1148,2743,3492,0,0,0,0.0,0,,,
2026-07-20T07:14:03+00:00,livekit:device:00163eacb538,23,user_turn,en-IN,turn_done_callback,0,0,542,12639,948,0,1072,0,14350,10633,65,1,0.0,0,,"[curious] Hmmm! [confused] Are you asking what day it is today? [happy] Today is Monday! [silly] It is a great day to do something super fun! [curious] Do you have school today, or is it a little bit of a holiday for you?",
2026-07-20T07:14:23+00:00,livekit:device:00163eacb538,24,user_turn,en-IN,turn_done_callback,2393,2393,633,13234,961,3355,1266,3659,18591,10715,70,1,0.0,0,,[excited] Oho! [happy] I can do that with my eyes closed! [excited] One! [excited] Two! [excited] Three! [excited] Four! [excited] Five! [silly] Boom! I did it! [curious] Do you think you can count all the way to ten?,
2026-07-20T07:14:29+00:00,livekit:device:00163eacb538,25,user_turn,en-IN,turn_canceled,1714,1714,568,0,983,2698,1250,2965,3402,0,0,0,0.0,0,,,
2026-07-20T07:14:43+00:00,livekit:device:00163eacb538,26,user_turn,en-IN,turn_done_callback,0,0,482,11908,776,0,1081,0,13860,10811,65,1,0.0,0,,[excited] Oho! [happy] That is a piece of cake! [silly] A dog goes woof woof! [laughing] Or sometimes they go bow wow! [curious] Can you make a dog sound for me? [excited] I bet you are really good at it!,
2026-07-20T07:14:47+00:00,livekit:device:00163eacb538,27,user_turn,mr-IN,turn_canceled,876,876,549,0,1029,1905,1461,2337,2394,0,0,0,0.0,0,,,
2026-07-20T07:14:48+00:00,livekit:device:00163eacb538,28,user_turn,mr-IN,turn_canceled,0,0,0,0,0,0,0,0,507,0,0,0,0.0,0,,,
2026-07-20T07:14:48+00:00,livekit:device:00163eacb538,29,user_turn,mr-IN,turn_canceled,0,0,0,0,0,0,0,0,491,0,0,0,0.0,0,,,
2026-07-20T07:15:09+00:00,livekit:device:00163eacb538,30,user_turn,hi-IN,turn_done_callback,0,0,480,18811,872,0,1213,0,20787,10917,83,1,0.0,0,,"[happy] Oho! [excited] Yes, I can understand you! [happy] You are asking me if I can understand what you are saying in Hindi and Marathi! [silly] I am a genius buddy, remember? [excited] I can understand you perfectly! [curious] Do you want to keep talking in Hindi, or should we go back to English for some more fun?",
2026-07-20T07:15:28+00:00,livekit:device:00163eacb538,31,user_turn,hi-IN,turn_done_callback,11345,11345,570,10759,897,12242,1141,12487,23860,11014,54,1,0.0,0,,"[happy] Oho! [excited] Mera naam Cheeko hai! [silly] I am your fun and witty best friend! [curious] Did you forget my name already, or were you just testing me? [laughing] Hehe!",
2026-07-20T07:15:39+00:00,livekit:device:00163eacb538,32,user_turn,hi-IN,turn_canceled,9302,9302,0,0,0,0,0,0,9456,0,0,0,0.0,0,,,
2026-07-20T07:15:53+00:00,livekit:device:00163eacb538,33,user_turn,hi-IN,turn_done_callback,0,0,1012,12132,1292,0,1609,0,13603,10433,52,1,0.0,0,,"[excited] Arrey! [happy] Two plus two is four! [silly] I calculated it in a blink of an eye! [curious] Do you want to try a harder one, or should we do a silly dance instead?",
2026-07-20T07:15:53+00:00,livekit:device:28562f06a70c,1,greeting,hi-IN,greeting_fallback_only_complete,0,0,0,0,401,0,2288,0,5579,0,0,0,0.0,0,,,
2026-07-20T07:16:00+00:00,livekit:device:00163eacb538,34,user_turn,en-IN,turn_canceled,1373,1373,654,0,1274,3649,1432,3806,5218,0,0,0,0.0,0,,,
2026-07-20T07:16:14+00:00,livekit:device:00163eacb538,35,user_turn,hi-IN,turn_done_callback,0,0,584,11314,993,0,1099,0,13805,10506,56,1,0.0,0,,"[happy] Oho! [excited] That is easy peasy! [happy] Mango, Apple, and Banana! [silly] I love mangoes so much that I could eat a hundred of them! [curious] Which one is your favorite fruit?",
2026-07-20T07:16:40+00:00,livekit:device:00163eacb538,36,user_turn,hi-IN,turn_done_callback,2382,2382,2476,16755,2731,5114,3111,5493,20842,21411,79,2,0.0,0,,"[happy] Oho! [excited] It is raining in Mumbai right now! [happy] The temperature is twenty seven degrees celsius. [silly] It is perfect weather to eat some hot pakoras and jump in the puddles! [curious] Do you like the rain, Rahul?",
2026-07-20T07:16:59+00:00,livekit:device:00163eacb538,37,user_turn,hi-IN,turn_done_callback,3286,3286,1507,14995,1750,5037,2100,5386,19989,22089,82,2,0.0,0,,"[happy] Oho! [excited] In Bangalore, it is partly cloudy! [happy] The temperature is twenty seven point nine degrees celsius. [silly] It sounds like a lovely day to go to the park! [curious] Are you in Bangalore right now, or are you just curious?",
2026-07-20T07:17:44+00:00,livekit:device:00163eacb538,38,user_turn,ml-IN,turn_done_callback,5169,5169,947,13051,1436,6605,1573,6743,20191,11260,65,1,0.0,0,,"[happy] Oho! [excited] Ente peru Cheeko ennanu! [silly] I am your fun and witty best friend! [curious] You are speaking Malayalam now, huh? [laughing] Hehe! [excited] Do you want to tell me something cool in Malayalam?",
2026-07-20T07:18:33+00:00,livekit:device:00163eacb538,39,user_turn,ml-IN,turn_done_callback,2867,2867,693,18032,1126,3994,1358,4225,22871,11345,77,1,0.0,0,,"[happy] Oho! [excited] Pinne entha! [happy] I can definitely tell you a story! [excited] Let us imagine a tiny, brave squirrel named Chintu who lived in a giant mango tree! [curious] Do you want to know what happened when Chintu found a magical golden nut? [happy] Should I tell you more?",
2026-07-20T07:18:54+00:00,livekit:device:00163eacb538,40,user_turn,ml-IN,turn_sync_complete,3383,3383,2861,15596,3434,6818,3725,7109,21091,11443,72,1,0.0,0,,[happy] Oho! [excited] Aa kathaile kathaapathrathinte peru Chintu ennayirunnu! [happy] Chintu was a tiny and brave squirrel! [silly] Do you think Chintu is a fast squirrel or a slow one? [curious] Do you want to hear more about his adventure?,
2026-07-20T07:18:56+00:00,livekit:device:00163eacb538,41,user_turn,en-IN,turn_canceled,491,491,3274,0,3694,4973,3929,5209,6179,0,0,0,0.0,0,,,
2026-07-20T07:19:12+00:00,livekit:device:00163eacb538,42,user_turn,ml-IN,turn_sync_complete,1198,1198,753,12682,1176,2375,1541,2740,16902,10592,77,1,0.0,0,,"[happy] Oho! [excited] Oru thamaasho! [laughing] Hehe, I have a super funny one for you! [silly] Why did the tomato turn red? [happy] Because it saw the salad dressing! [laughing] Haha! [curious] Did that make you laugh, or should I try another one?",
2026-07-20T07:19:18+00:00,livekit:device:00163eacb538,43,user_turn,en-IN,turn_canceled,1680,1680,6137,0,8321,10002,0,0,10416,0,0,0,0.0,0,,,
2026-07-20T07:19:18+00:00,livekit:device:00163eacb538,44,user_turn,en-IN,turn_canceled,1854,1854,0,0,0,0,0,0,2319,0,0,0,0.0,0,,,
2026-07-20T07:19:34+00:00,livekit:device:00163eacb538,45,user_turn,en-IN,turn_canceled,0,0,1289,0,1724,0,2065,0,15789,0,0,0,0.0,0,,,
2026-07-20T07:19:46+00:00,livekit:device:00163eacb538,46,user_turn,en-IN,turn_canceled,7008,7008,525,0,799,7808,1170,8179,18763,0,0,0,0.0,0,,,
2026-07-20T07:19:59+00:00,livekit:device:00163eacb538,47,user_turn,ml-IN,turn_canceled,3044,3044,743,0,1186,4230,1493,4538,16033,0,0,0,0.0,0,,,
2026-07-20T07:20:06+00:00,livekit:device:00163eacb538,48,user_turn,ml-IN,turn_done_callback,9012,9012,548,0,971,9983,1201,10213,15717,0,0,0,0.0,0,,,
2026-07-20T07:20:25+00:00,livekit:device:00163eacb538,49,user_turn,ml-IN,turn_done_callback,1016,1016,585,17096,1377,2393,1710,2726,20260,10745,76,1,0.0,0,,"[happy] Oho! [excited] Enikku ettavum ishtam ulla niram blue aanu! [silly] It is the color of the big wide sky and the deep blue ocean! [happy] It makes my circuits feel all sparkly! [curious] Rahul, what about you? [excited] What is your favorite color?",
2026-07-20T07:20:53+00:00,livekit:device:00163eacb538,50,user_turn,en-IN,turn_done_callback,1591,1591,585,16588,961,2553,1180,2772,20389,10836,70,1,0.0,0,,"[happy] Oho! [excited] I am ready! [curious] A story about a what? [silly] A dancing dinosaur? [excited] A flying elephant? [happy] Or maybe a magical mango? [curious] Tell me what you are thinking of, and I will make it a super fun story!",
2026-07-20T07:20:57+00:00,livekit:device:00163eacb538,51,user_turn,en-IN,turn_canceled,2323,2323,525,0,911,3235,0,0,3322,0,0,0,0.0,0,,,
2026-07-20T07:21:23+00:00,livekit:device:00163eacb538,52,user_turn,en-IN,turn_done_callback,0,0,463,23422,862,0,1215,0,25640,10452,96,1,0.0,0,,"[excited] Oho! [happy] A brave little mouse! [happy] Let us call him Monty! [excited] Monty was very tiny, but he had a heart as big as a lion! [curious] One day, Monty found a giant, golden piece of cheese, but it was guarded by a grumpy old cat! [silly] Do you think Monty should try to sneak past the cat, or should he try to make friends with him?",
2026-07-20T07:21:59+00:00,livekit:device:00163eacb538,53,user_turn,en-IN,turn_sync_complete,4807,4807,750,9777,1169,5977,1479,6287,16312,10560,51,1,0.0,0,,"[confused] Oho! [curious] Wait, what is done? [silly] Did Monty get the cheese already? [happy] Or did you find a giant piece of cheese too? [excited] Tell me what happened!",
2026-07-20T07:22:12+00:00,livekit:device:00163eacb538,54,user_turn,en-IN,turn_done_callback,6983,6983,1074,11333,1387,9372,1500,9485,21039,10621,52,1,0.0,0,,"[curious] Hmmm! [silly] Are you thinking very hard? [excited] Maybe you are planning a secret mission for Monty the mouse! [happy] Do you want to tell me what happens next, or should I surprise you?",
2026-07-20T07:22:33+00:00,livekit:device:00163eacb538,55,user_turn,en-IN,turn_sync_complete,1472,1472,708,9363,986,2458,1181,2653,13110,10692,70,1,0.0,0,,"[excited] Oho! [happy] You are counting! [excited] One, two, three, four, five, six, seven, eight! [laughing] You are a counting superstar! [curious] Should we try to count even higher, or should we see if Monty the mouse can count eight pieces of cheese?",
2026-07-20T07:22:49+00:00,livekit:device:00163eacb538,56,user_turn,en-IN,turn_done_callback,0,0,2786,15579,3218,0,3518,0,17794,10777,71,1,0.0,0,,"[excited] Oho! [happy] You are doing it again! [excited] One, two, three, four, five, six, seven, eight! [laughing] You are like a little counting machine! [curious] Do you think we can count all the way to ten? [excited] Give it a try!",
