time,session,turn_id,path,language,finalize_reason,stt_first_partial_ms,stt_first_final_ms,llm_first_token_ms,llm_final_token_ms,tts_first_audio_ms,tts_first_audio_from_stt_ms,tts_final_audio_ms,tts_final_audio_from_stt_ms,turn_total_e2e_ms,prompt_tokens,completion_tokens,llm_calls,stt_audio_s,tts_chars,transcript,llm_response,tts_input
2026-07-18T11:05:26+00:00,livekit:device:00163eacb538,45,user_turn,hi-IN,turn_done_callback,2432,2432,1464,6693,1695,4128,3784,6216,9843,1573,18,1,2.46,54,"ओके, आज मौसम कैसा है?",[curious] मुझे यह जानने के लिए जगह का नाम चाहिए कि मौसम कैसा है।,मुझे यह जानने के लिए जगह का नाम चाहिए कि मौसम कैसा है।
2026-07-18T11:05:43+00:00,livekit:device:00163eacb538,46,user_turn,en-IN,turn_done_callback,863,863,3408,14219,3770,4634,8432,9297,15883,3468,59,2,0.99,106,Bangalore,[neutral] बेंगलुरु में अभी हल्की बूँदाबाँदी हो रही है और तापमान छब्बीस दशमलव छह डिग्री सेल्सियस है। [neutral] हवा की गति सोलह दशमलव पाँच किलोमीटर प्रति घंटा है।,बेंगलुरु में अभी हल्की बूँदाबाँदी हो रही है और तापमान छब्बीस दशमलव छह डिग्री सेल्सियस है। ��...(truncated)
2026-07-18T11:05:48+00:00,livekit:device:00163eacb538,47,user_turn,en-IN,turn_canceled,616,616,0,0,0,0,0,0,2727,0,0,0,2.94,0,ഞാൻ പറയുന്നത് കേൾക്കാൻ കഴിയുന്നുണ്ടോ?,,
2026-07-18T11:05:54+00:00,livekit:device:00163eacb538,48,user_turn,ml-IN,turn_done_callback,0,0,941,5177,1317,0,1503,0,6196,1931,24,1,0.0,64,,"[neutral] ഹലോ, [neutral] അതെ, എനിക്ക് നിങ്ങള്\u200d പറയുന്നത് കേൾക്കാൻ കഴിയുന്നുണ്ട്.","ഹലോ, അതെ, | എനിക്ക് നിങ്ങള്\u200d പറയുന്നത് കേൾക്കാൻ കഴിയുന്നുണ്ട്."
2026-07-18T11:06:05+00:00,livekit:device:00163eacb538,49,user_turn,ml-IN,turn_done_callback,1684,1684,1350,5999,1594,3280,2163,3849,8673,1967,22,1,1.73,57,"ഓക്കേ, നിന്റെ പേരെന്താ?",[neutral] എനിക്ക് ഒരു പേര് ഇല്ല. [neutral] ഞാൻ നിങ്ങളെ സഹായിക്കാൻ ഇവിടെയുണ്ട്.,എനിക്ക് ഒരു പേര് ഇല്ല. | ഞാൻ നിങ്ങളെ സഹായിക്കാൻ ഇവിടെയുണ്ട്.
2026-07-18T11:06:11+00:00,livekit:device:00163eacb538,50,user_turn,en-IN,turn_sync_complete,973,973,1367,2075,1709,3686,2037,4013,5215,1555,6,1,3.42,4,രണ്ടും മൂന്നും കൂടെ കൂട്ടിയാൽ എത്രയാവും?,[neutral] ശരി.,ശരി.
2026-07-18T11:06:16+00:00,livekit:device:00163eacb538,51,user_turn,ml-IN,turn_done_callback,0,0,2175,5375,2561,0,3807,0,6147,1576,17,1,0.0,41,,[neutral] രണ്ടും മൂന്നും കൂടെ കൂട്ടിയാൽ അഞ്ച് ആകും.,രണ്ടും മൂന്നും കൂടെ കൂട്ടിയാൽ അഞ്ച് ആകും.
2026-07-18T11:06:39+00:00,livekit:device:00163eacb538,52,user_turn,ml-IN,turn_done_callback,3286,3286,897,17003,1264,4551,1680,4967,22002,1609,89,1,3.04,209,ഓക്കേ എനിക്കൊരു ചെറിയൊരു കഥ പറഞ്ഞു തരാൻ പറ്റുമോ,[happy] തീർച്ചയായും. [happy] ഒരു മരത്തിനെ സ്നേഹിച്ച ഒരു കുട്ടിയുടെ കഥ പറയാം. [happy] ആ മരം കുട്ടിക്ക് കളിക്കാനും വിശ്രമിക്കാനും തണൽ നൽകി. [happy] കുട്ടി വളർന്നു വലുതായപ്പോഴും ആ മരത്തിനെ മറന്നില്ല. [happy] ആ മരവും കുട്ടിയും നല്ല സുഹൃത്തുക്കളായി ജീവിച്ചു.,തീർച്ചയായും. | ഒരു മരത്തിനെ സ്നേഹിച്ച ഒരു കുട്ടിയുടെ കഥ പറയാം. | ആ മരം കുട്ടിക്ക് കളിക്കാനും വിശ്രമിക്കാനും തണൽ നൽകി. | കുട്ടി വളർന്നു വലുതായപ്പോഴും ആ മരത്തിനെ മറന്നില്ല. | ആ മരവും കുട്ടിയും നല്ല സുഹൃത്തുക്കളായി ജീവിച്ചു.
2026-07-18T11:06:47+00:00,livekit:device:00163eacb538,53,user_turn,ml-IN,turn_sync_complete,807,807,1380,3053,1596,2404,2092,2900,4363,1703,23,1,3.84,37,ആ കഥയിലെ ഒരു കഥാപാത്രത്തിന്റെ പേരെന്താണെന്ന് പറയാൻ പറ്റുമോ?,[curious] ഇനി എന്ത് വേണം? [curious] ഞാൻ വേറെ ഒരു കഥ പറയണോ?,ഇനി എന്ത് വേണം? | ഞാൻ വേറെ ഒരു കഥ പറയണോ?
2026-07-18T11:06:58+00:00,livekit:device:00163eacb538,54,user_turn,ml-IN,turn_done_callback,0,0,1730,10236,2054,0,3951,0,11312,1746,38,1,0.0,108,,[neutral] ആ കഥയിൽ കഥാപാത്രങ്ങൾക്ക് പേരുകൾ ഒന്നും ഞാൻ പറഞ്ഞിരുന്നില്ല. [neutral] ഒരു കുട്ടിയും ഒരു മരവുമാണ് ആ കഥയിലെ കഥാപാത്രങ്ങൾ.,ആ കഥയിൽ കഥാപാത്രങ്ങൾക്ക് പേരുകൾ ഒന്നും ഞാൻ പറഞ്ഞിരുന്നില്ല. | ഒരു കുട്ടിയും ഒരു മരവുമാണ് ആ കഥയിലെ കഥാപാത്രങ്ങൾ.
2026-07-18T11:07:13+00:00,livekit:device:00163eacb538,55,user_turn,ml-IN,turn_done_callback,3330,3330,1475,9197,1704,5036,2135,5466,13883,1800,44,1,2.85,93,എനിക്കൊരു തമാശ കേൾക്കണമെന്നുണ്ടായിരുന്നു.,[laughing] തീർച്ചയായും. [laughing] ഒരു കോഴി റോഡ് കുറുകെ കടന്നാൽ എന്തു സംഭവിക്കും? [laughing] അത് റോഡിന്റെ മറ്റേ അറ്റത്ത് എത്തും!,തീർച്ചയായും. | ഒരു കോഴി റോഡ് കുറുകെ കടന്നാൽ എന്തു സംഭവിക്കും? | അത് റോഡിന്റെ മറ്റേ അറ്റത്ത് എത്തും!
2026-07-18T11:07:18+00:00,livekit:device:00163eacb538,56,user_turn,ml-IN,turn_canceled,1404,1404,0,0,0,0,0,0,2211,0,0,0,2.53,0,ಮಾರ್ಚ್ ಕಡಸ್ತಿಯಾ?,,
2026-07-18T11:07:32+00:00,livekit:device:00163eacb538,57,user_turn,kn-IN,turn_done_callback,0,0,1676,12458,2119,0,5234,0,13343,1862,53,1,0.0,130,,"[confused] ನಮಸ್ಕಾರ, [confused] ನೀವು ಮಾರ್ಚ್ ಕೊನೆಯ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೀರಾ ಅಥವಾ ಮಾರ್ಕ್ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೀರಾ ಎಂದು ನನಗೆ ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ. [curious] ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಹೇಳಬಹುದೇ?","ನಮಸ್ಕಾರ, ನೀವು ಮಾರ್ಚ್ ಕೊನೆಯ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೀರಾ ಅಥವಾ ಮಾರ್ಕ್ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೀರಾ ಎಂದು ನನ...(truncated) | ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಹೇಳಬಹುದೇ?"
2026-07-18T11:07:41+00:00,livekit:device:00163eacb538,58,user_turn,kn-IN,turn_done_callback,1585,1585,1308,5855,1514,3100,2154,3740,8384,1923,19,1,1.66,50,ನಿನ್ನ ಹೆಸರೇನು?,[neutral] ನನಗೆ ಹೆಸರಿಲ್ಲ. [neutral] ನಾನು ನಿಮ್ಮ ಸಹಾಯಕ್ಕಾಗಿ ಇಲ್ಲಿ ಇದ್ದೇನೆ.,ನನಗೆ ಹೆಸರಿಲ್ಲ. | ನಾನು ನಿಮ್ಮ ಸಹಾಯಕ್ಕಾಗಿ ಇಲ್ಲಿ ಇದ್ದೇನೆ.
2026-07-18T11:07:45+00:00,livekit:device:00163eacb538,59,user_turn,ml-IN,turn_canceled,1416,1416,1074,0,0,0,0,0,2856,0,0,0,3.14,28,മറ്റ് മൂന്ന് കോടിശ്വര എസ് ടു,,ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಹೇಳಬಹುದೇ?
2026-07-18T11:07:55+00:00,livekit:device:00163eacb538,60,user_turn,ml-IN,turn_done_callback,0,0,1398,8712,1749,0,3531,0,9779,1542,38,1,0.0,80,,"[confused] ಕ್ಷಮಿಸಿ, [confused] ನೀವು ಹೇಳಿದ್ದು ನನಗೆ ಸ್ಪಷ್ಟವಾಗಿ ಅರ್ಥವಾಗಲಿಲ್ಲ. [curious] ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಹೇಳಬಹುದೇ?","ಕ್ಷಮಿಸಿ, ನೀವು ಹೇಳಿದ್ದು ನನಗೆ ಸ್ಪಷ್ಟವಾಗಿ ಅರ್ಥವಾಗಲಿಲ್ಲ. | ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಹೇಳಬಹುದೇ?"
2026-07-18T11:07:58+00:00,livekit:device:00163eacb538,61,user_turn,kn-IN,turn_canceled,956,956,1613,0,0,0,0,0,2712,0,0,0,3.04,47,8 3 കൂടി ശരി,,"ಕ್ಷಮಿಸಿ, ನೀವು ಎರಡು ಮತ್ತೆ ಎಂದು ಹೇಳಿದಾಗ ಏನು ಅರ್ಥ?"
2026-07-18T11:08:00+00:00,livekit:device:00163eacb538,62,user_turn,en-IN,turn_canceled,0,0,1115,0,0,0,0,0,1242,0,0,0,0.58,44,Test,,"ಕ್ಷಮಿಸಿ, ನೀವು ಹೇಳಿದ್ದು ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ."
2026-07-18T11:08:08+00:00,livekit:device:00163eacb538,63,user_turn,en-IN,turn_done_callback,0,0,646,7633,1009,0,2531,0,8618,1595,39,1,0.0,83,,"[confused] ಕ್ಷಮಿಸಿ, [confused] ನೀವು ಹೇಳಿದ್ದು ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ. [curious] ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಸ್ಪಷ್ಟವಾಗಿ ಹೇಳಬಹುದೇ?","ಕ್ಷಮಿಸಿ, ನೀವು ಹೇಳಿದ್ದು ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ. | ದಯವಿಟ್ಟು ಇನ್ನೊಮ್ಮೆ ಸ್ಪಷ್ಟವಾಗಿ ಹೇಳಬಹುದೇ?"
2026-07-18T11:08:17+00:00,livekit:device:00163eacb538,64,user_turn,kn-IN,turn_done_callback,2434,2434,1048,3562,1390,3825,2274,4710,6733,1645,14,1,2.27,22,ಮೂರು ಪ್ರಾಣಿಗಳ ಹೆಸರೇನು?,"[neutral] ಹುಲಿ, ಸಿಂಹ, ಮತ್ತು ಆನೆ.","ಹುಲಿ, ಸಿಂಹ, ಮತ್ತು ಆನೆ."
2026-07-18T11:08:21+00:00,livekit:device:00163eacb538,65,user_turn,hi-IN,turn_canceled,603,603,1180,0,0,0,0,0,2596,0,0,0,3.26,67,का? ಕಥೆ ಹೇಳು.,,"ಕ್ಷಮಿಸಿ, ನೀವು ಏನನ್ನು ಪರಿಶೀಲಿಸಲು ಬಯಸುತ್ತೀರಿ ಎಂದು ನನಗೆ ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ."
2026-07-18T11:08:31+00:00,livekit:device:00163eacb538,66,user_turn,kn-IN,turn_done_callback,0,0,1010,8105,1401,0,3125,0,9158,1674,39,1,0.0,82,,"[confused] ಕ್ಷಮಿಸಿ, [confused] ನಿಮ್ಮ ಕೊನೆಯ ಮಾತು ನನಗೆ ಸರಿಯಾಗಿ ಅರ್ಥವಾಗಲಿಲ್ಲ. [curious] ನೀವು ಕಥೆ ಹೇಳಲು ಕೇಳುತ್ತಿದ್ದೀರಾ?","ಕ್ಷಮಿಸಿ, ನಿಮ್ಮ ಕೊನೆಯ ಮಾತು ನನಗೆ ಸರಿಯಾಗಿ ಅರ್ಥವಾಗಲಿಲ್ಲ. | ನೀವು ಕಥೆ ಹೇಳಲು ಕೇಳುತ್ತಿದ್ದೀರಾ?"
2026-07-18T11:09:01+00:00,livekit:device:00163eacb538,67,user_turn,kn-IN,turn_done_callback,585,585,1008,25652,1474,2999,1780,3305,29334,1724,113,1,1.82,290,అదే. ಚಿಕ್ಕ ಕಥೆ.,"[happy] ಖಂಡಿತ. [happy] ಒಂದು ಕಾಡಿನಲ್ಲಿ ಒಂದು ಪುಟ್ಟ ಮೊಲ ಇತ್ತು. [happy] ಅದು ತುಂಬಾ ಚುರುಕಾಗಿತ್ತು ಮತ್ತು ಯಾವಾಗಲೂ ಹೊಸ ವಿಷಯಗಳನ್ನು ಕಲಿಯಲು ಇಷ್ಟಪಡುತ್ತಿತ್ತು. [happy] ಒಂದು ದಿನ, ಅದು ಒಂದು ದೊಡ್ಡ ಆಮೆಯನ್ನು ಭೇಟಿಯಾಯಿತು. [happy] ಆಮೆ ನಿಧಾನವಾಗಿತ್ತು, ಆದರೆ ತುಂಬಾ ಬುದ್ಧಿವಂತವಾಗಿತ್ತು. [happy] ಮೊಲವು ಆಮೆಯಿಂದ ಅನೇಕ ವಿಷಯಗಳನ್ನು ಕಲಿತುಕೊಂಡಿತು, ಮತ್ತು ಅವರಿಬ್ಬರೂ ಒಳ್ಳೆಯ ಸ್ನೇಹಿತರಾದರು.","ಖಂಡಿತ. | ಒಂದು ಕಾಡಿನಲ್ಲಿ ಒಂದು ಪುಟ್ಟ ಮೊಲ ಇತ್ತು. | ಅದು ತುಂಬಾ ಚುರುಕಾಗಿತ್ತು ಮತ್ತು ಯಾವಾಗಲೂ ಹೊಸ ವಿಷಯಗಳನ್ನು ಕಲಿಯಲು ಇಷ್ಟಪಡುತ್ತಿತ್ತು. | ಒಂದು ದಿನ, ಅದು ಒಂದು ದೊಡ್ಡ ಆಮೆಯನ್ನು ಭೇಟಿಯಾಯಿತು. | ಆಮೆ ನಿಧಾನವಾಗಿತ್ತು, ಆದರೆ ತುಂಬಾ ಬುದ್ಧಿವಂತವಾಗಿತ್ತು. | ಮೊಲವು ಆಮೆಯಿಂದ ಅನೇಕ ವಿಷಯಗಳನ್ನು ಕಲಿತುಕೊಂಡಿತು, ಮತ್ತು ಅವರಿಬ್ಬರೂ ಒಳ್ಳೆಯ ಸ್ನೇಹಿತರಾದರು."
2026-07-18T11:09:21+00:00,livekit:device:00163eacb538,68,user_turn,kn-IN,turn_done_callback,1268,1268,726,14457,1143,2411,1530,2799,17194,1845,81,1,1.25,73,ತಮಾಷೆಗಳು.,"[silly] ಖಂಡಿತ. [silly] ಒಂದು ಸಾರಿ ಒಬ್ಬ ವ್ಯಕ್ತಿ ಅಂಗಡಿಗೆ ಹೋಗಿ, \","ಖಂಡಿತ. | ಒಂದು ಸಾರಿ ಒಬ್ಬ ವ್ಯಕ್ತಿ ಅಂಗಡಿಗೆ ಹೋಗಿ, \ | ಅಂಗಡಿಯವನು \ | ಅದಕ್ಕೆ ಆ ವ್ಯಕ್ತಿ \"
2026-07-18T11:09:37+00:00,livekit:device:00163eacb538,69,user_turn,en-IN,turn_done_callback,2174,2174,1357,8414,1699,3874,2998,5173,11623,1934,29,1,1.95,72,What is your favorite fruit?,[neutral] ನನಗೆ ಇಷ್ಟವಾದ ಹಣ್ಣು ಎಂದು ಏನೂ ಇಲ್ಲ. [neutral] ಏಕೆಂದರೆ ನಾನು ಹಣ್ಣುಗಳನ್ನು ತಿನ್ನುವುದಿಲ್ಲ.,ನನಗೆ ಇಷ್ಟವಾದ ಹಣ್ಣು ಎಂದು ಏನೂ ಇಲ್ಲ. | ಏಕೆಂದರೆ ನಾನು ಹಣ್ಣುಗಳನ್ನು ತಿನ್ನುವುದಿಲ್ಲ.
